  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
545110 ***** 201907210530 990   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *  102   73 ****** 29.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907210600 220   9 *** *** BKN * * *  6.2 ** ** ** ** ** ** ** ** *   99   74 1000.7 *****  997.1 ***  76 ***** ***** ***** ***** **
545110 ***** 201907210600 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *  102   73 ****** 29.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907210630 990   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *  102   72 ****** 29.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907210700 990  11 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *  102   73 ****** 29.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907210730 190  13 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *  104   73 ****** 29.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907210800 990  13 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *  104   73 ****** 29.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907210830 180  13 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *  102   75 ****** 29.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907210900 200   9 *** *** BKN * * *  6.9 ** ** ** ** ** ** ** ** *   98   72 1000.2 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907210900 990  11  25 *** *** * * *  6.2 ** ** ** ** ** ** ** ** *  104   75 ****** 29.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907210930 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *  100   73 ****** 29.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907211000 990   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *  100   72 ****** 29.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907211030 990   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   99   72 ****** 29.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907211100 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   97   73 ****** 29.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907211130 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   95   73 ****** 29.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907211200 200   4 *** *** BKN * * *  7.5 ** ** ** ** ** ** ** ** *   93   72 1000.3 *****  996.7 *** *** ***** ***** ***** ***** **
545110 ***** 201907211200 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   91   73 ****** 29.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907211230 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   88   73 ****** 29.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907211300 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   88   72 ****** 29.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907211330 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   86   72 ****** 29.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907211400 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   84   72 ****** 29.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907211430 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   86   70 ****** 29.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907211500 220   4 ***   8 OBS * * *  4.4 ** ** ** ** ** ** ** ** *   88   74 1001.3 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907211500 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   82   72 ****** 29.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907211530 060   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   81   72 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907211600 070   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   82   72 ****** 29.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907211630 070   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   82   72 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907211700 140   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   82   72 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907211730 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   81   73 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907211800 200   4 ***   8 OBS * * *  2.8 05 ** ** ** ** ** ** ** 0   84   74 1001.9 *****  998.3 *** *** ***** ***** ***** ***** **
545110 ***** 201907211800 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   81   73 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907211830 ***   0 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   81   75 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907211900 050   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   81   75 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907211930 070   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   81   75 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907212000 070   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   81   75 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907212030 030   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   81   75 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907212100 220   2 ***   8 OBS * * *  2.1 05 ** ** ** ** ** ** ** *   82   74 1002.0 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907212100 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   81   75 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907212130 030   2 *** 722 CLR * * *  4.4 ** ** ** ** ** ** ** ** *   81   77 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907212200 990   4 *** 722 CLR * * *  3.8 ** ** ** ** ** ** ** ** *   81   77 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907212230 990   2 *** 722 CLR * * *  3.8 ** ** ** ** ** ** ** ** *   82   77 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907212300 990   4 *** 722 CLR * * *  3.8 ** ** ** ** ** ** ** ** *   82   75 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907212330 990   2 *** 722 CLR * * *  2.8 10 ** ** ** ** ** ** ** *   84   77 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907220000 140   2 *** *** BKN * * *  2.1 05 ** ** ** ** ** ** ** *   85   74 1002.3 *****  998.7 *** *** ***** ***** ***** ***** **
545110 ***** 201907220000 990   2 *** 722 CLR * * *  2.4 10 ** ** ** ** ** ** ** *   84   77 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907220030 990   4 *** 722 CLR * * *  2.2 10 ** ** ** ** ** ** ** *   84   77 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907220100 990   2 *** 722 CLR * * *  2.5 10 ** ** ** ** ** ** ** *   86   77 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907220130 990   2 *** 722 CLR * * *  2.5 10 ** ** ** ** ** ** ** *   86   77 ****** 29.62 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907220200 990   2 *** 722 CLR * * *  2.5 10 ** ** ** ** ** ** ** *   86   77 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907220230 990   2 *** 722 CLR * * *  2.4 10 ** ** ** ** ** ** ** *   88   77 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907220300 140   2 *** *** OVC * * *  1.8 05 ** ** ** ** ** ** ** 0   86   76 1002.0 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907220300 990   2 *** 722 CLR * * *  2.4 10 ** ** ** ** ** ** ** *   88   77 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907220330 990   2 *** 722 CLR * * *  2.4 10 ** ** ** ** ** ** ** *   86   77 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907220400 990   4 *** 722 CLR * * *  2.2 10 ** ** ** ** ** ** ** *   86   77 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907220430 990   2 *** 722 CLR * * *  2.0 10 ** ** ** ** ** ** ** *   86   77 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907220500 100   4 *** 722 CLR * * *  1.9 10 ** ** ** ** ** ** ** *   86   77 ****** 29.59 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907220530 990   2 *** 722 CLR * * *  1.8 10 ** ** ** ** ** ** ** *   88   79 ****** 29.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907220600 110   2 *** *** OVC * * *  2.6 05 ** ** ** ** ** ** ** 0   89   72 1000.5 *****  996.9 ***  81 ***** ***** ***** ***** **
545110 ***** 201907220600 990   4 *** 722 CLR * * *  1.8 10 ** ** ** ** ** ** ** *   86   79 ****** 29.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907220630 990   4 *** 722 CLR * * *  1.8 10 ** ** ** ** ** ** ** *   86   79 ****** 29.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907220700 990   4 *** 722 CLR * * *  1.8 10 ** ** ** ** ** ** ** *   88   79 ****** 29.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907220730 990   4 *** 722 CLR * * *  1.8 10 ** ** ** ** ** ** ** *   88   79 ****** 29.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907220800 990   4 *** 722 CLR * * *  1.8 10 ** ** ** ** ** ** ** *   88   77 ****** 29.56 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907220830 140   4 *** 722 CLR * * *  1.8 80 10 ** ** ** ** ** ** *   88   77 ****** 29.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907220900 *** *** *** *** OVC * * *  1.2 60 ** ** ** ** ** ** ** 0   85   78 1000.0 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907220900 990   4 *** 722 CLR * * *  1.8 80 10 ** ** ** ** ** ** *   88   77 ****** 29.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907220930 990   4 *** 722 CLR * * *  1.8 80 10 ** ** ** ** ** ** *   86   81 ****** 29.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907221000 090   4 *** 722 CLR * * *  1.8 80 10 ** ** ** ** ** ** *   86   79 ****** 29.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907221030 090   2 *** 722 CLR * * *  1.8 80 10 ** ** ** ** ** ** *   86   79 ****** 29.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907221100 090   2 *** 722 CLR * * *  1.8 10 ** ** ** ** ** ** ** *   86   79 ****** 29.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907221130 080   2 *** 722 CLR * * *  1.9 80 10 ** ** ** ** ** ** *   84   79 ****** 29.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907221200 270   4 *** *** OVC * * *  1.2 05 ** ** ** ** ** ** ** 6   84   77  999.8 *****  996.2 *** *** *****  0.01 ***** ***** **
545110 ***** 201907221200 990   4 *** 722 CLR * * *  2.2 10 ** ** ** ** ** ** ** *   84   79 ****** 29.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907221230 990   2 *** 722 CLR * * *  2.5 10 ** ** ** ** ** ** ** *   84   79 ****** 29.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907221300 130   4 *** 722 CLR * * *  2.5 80 10 ** ** ** ** ** ** *   84   79 ****** 29.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907221330 990   2 ***  40 *** * * *  2.2 80 10 ** ** ** ** ** ** *   82   79 ****** 29.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907221400 990   2 ***  33 *** * * *  2.0 80 10 ** ** ** ** ** ** *   82   79 ****** 29.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907221430 990  13 ***  33 *** * * *  2.0 80 10 ** ** ** ** ** ** *   77   75 ****** 29.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907221500 270   2 ***   8 OBS * * *  0.8 62 ** ** ** ** ** ** ** *   75   73 1000.1 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907221500 990   7 ***  33 *** * * *  2.0 80 10 ** ** ** ** ** ** *   77   75 ****** 29.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907221530 990  16 ***  33 *** * * *  1.6 81 10 ** ** ** ** ** ** *   75   73 ****** 29.53 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907221600 990   4 ***  33 *** * * *  2.2 80 10 ** ** ** ** ** ** *   75   75 ****** 29.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907221630 260  11 ***  33 *** * * *  3.1 80 10 ** ** ** ** ** ** *   75   73 ****** 29.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907221700 990   7 ***  33 *** * * *  3.1 61 10 ** ** ** ** ** ** *   75   73 ****** 29.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907221730 990   4 ***  40 *** * * *  3.1 61 10 ** ** ** ** ** ** *   75   73 ****** 29.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907221800 020   2 ***   8 OBS * * *  0.8 21 ** ** ** ** ** ** ** 0   76   74  998.2 *****  994.5 *** *** *****  0.79 ***** ***** **
545110 ***** 201907221800 990   2 ***  40 *** * * *  3.1 61 10 ** ** ** ** ** ** *   75   73 ****** 29.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907221830 990   2 ***  40 *** * * *  2.5 61 10 ** ** ** ** ** ** *   75   75 ****** 29.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907221900 990   7 ***  40 *** * * *  2.5 61 10 ** ** ** ** ** ** *   77   73 ****** 29.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907221930 300   7 ***  40 *** * * *  2.5 61 10 ** ** ** ** ** ** *   77   73 ****** 29.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907222000 330   7 ***  40 *** * * *  2.5 10 ** ** ** ** ** ** ** *   77   73 ****** 29.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907222030 990   2 ***  40 *** * * *  2.5 61 10 ** ** ** ** ** ** *   75   75 ****** 29.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907222100 320   4 ***   8 OBS * * *  0.7 21 ** ** ** ** ** ** ** *   76   74  997.6 ***** ****** *** *** ***** *****  0.81 ***** **
545110 ***** 201907222100 990   2 *** 722 CLR * * *  3.8 ** ** ** ** ** ** ** ** *   75   75 ****** 29.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907222130 ***   0 *** 722 CLR * * *  3.8 ** ** ** ** ** ** ** ** *   75   75 ****** 29.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907222200 990   2 *** 722 CLR * * *  2.5 10 ** ** ** ** ** ** ** *   75   75 ****** 29.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907222230 990   4 *** 722 CLR * * *  2.5 10 ** ** ** ** ** ** ** *   77   75 ****** 29.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907222300 350   7 *** 722 CLR * * *  1.8 10 ** ** ** ** ** ** ** *   79   75 ****** 29.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907222330 990   7 *** 722 CLR * * *  2.5 10 ** ** ** ** ** ** ** *   79   75 ****** 29.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907230000 360   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   82   70  998.4 *****  994.7 *** *** *****  0.01  0.82 ***** **
545110 ***** 201907230000 990   7 *** 722 CLR * * *  3.8 ** ** ** ** ** ** ** ** *   82   75 ****** 29.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907230030 340  11 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   84   72 ****** 29.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907230100 990  11 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   86   70 ****** 29.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907230130 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   86   72 ****** 29.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907230200 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   88   72 ****** 29.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907230230 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   88   70 ****** 29.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907230300 320   4 *** *** *** * * * 18.8 ** ** ** ** ** ** ** ** *   90   64  997.4 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907230300 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   90   70 ****** 29.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907230330 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   90   70 ****** 29.44 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907230400 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   93   70 ****** 29.44 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907230430 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   93   70 ****** 29.44 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907230500 990   4  16 *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   93   68 ****** 29.44 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907230530 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   93   68 ****** 29.44 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907230600 250   7 *** *** BKN * * * 16.9 ** ** ** ** ** ** ** ** *   94   66  996.9 *****  993.3 ***  75 ***** ***** ***** ***** **
545110 ***** 201907230600 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   95   70 ****** 29.44 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907230630 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   95   70 ****** 29.41 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907230700 990   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   95   70 ****** 29.41 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907230730 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   97   70 ****** 29.41 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907230800 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   95   72 ****** 29.41 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907230830 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   97   72 ****** 29.41 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907230900 200   7 *** *** *** * * * 15.0 ** ** ** ** ** ** ** ** *   94   71  996.2 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907230900 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   95   72 ****** 29.41 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907230930 130   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   95   73 ****** 29.41 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907231000 130   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   93   72 ****** 29.41 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907231030 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   93   75 ****** 29.44 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907231100 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   93   73 ****** 29.44 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907231130 990   7 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   90   75 ****** 29.44 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907231200 220   4 *** 722 SCT * * * 13.1 ** ** ** ** ** ** ** ** *   89   73  997.9 *****  994.3 *** *** ***** ***** ***** ***** **
545110 ***** 201907231200 990   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   90   75 ****** 29.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907231230 990  13 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   90   75 ****** 29.47 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907231300 160   9 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   88   75 ****** 29.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907231330 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   86   75 ****** 29.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907231400 990   2 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   84   75 ****** 29.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907231430 150   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   84   75 ****** 29.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907231500 200   4 ***   8 OBS * * * 10.0 ** ** ** ** ** ** ** ** *   85   75  999.1 ***** ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907231500 130   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   84   75 ****** 29.50 ****** *** *** ***** ***** ***** ***** **
545110 ***** 201907231530 140   4 *** *** *** * * *  6.2 ** ** ** ** ** ** ** ** *   82   77 ****** 29.50 ****** *** *** ***** ***** ***** ***** **
